paper_id,paper_key,system,mode,axis,matched,system_count,expert_count,precision,recall,f1
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Processing,6,14,9,0.428571,0.666667,0.521739
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Structure,11,24,12,0.458333,0.916667,0.611111
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Characterization,3,6,5,0.5,0.6,0.545455
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Processing,6,22,9,0.272727,0.666667,0.387097
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Structure,11,24,12,0.458333,0.916667,0.611111
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Characterization,3,12,5,0.25,0.6,0.352941
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Processing,6,22,9,0.272727,0.666667,0.387097
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Structure,11,24,12,0.458333,0.916667,0.611111
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Characterization,3,12,5,0.25,0.6,0.352941
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Composition,0,11,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Processing,4,14,9,0.285714,0.444444,0.347826
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Structure,2,50,12,0.04,0.166667,0.064516
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Characterization,0,10,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Properties,13,25,22,0.52,0.590909,0.553191
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Composition,5,11,5,0.454545,1.0,0.625
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Processing,4,14,9,0.285714,0.444444,0.347826
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Structure,2,50,12,0.04,0.166667,0.064516
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Characterization,1,10,5,0.1,0.2,0.133333
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Properties,16,25,22,0.64,0.727273,0.680851
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Composition,0,11,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Processing,4,14,9,0.285714,0.444444,0.347826
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Structure,2,50,12,0.04,0.166667,0.064516
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Characterization,0,10,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Properties,13,25,22,0.52,0.590909,0.553191
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Composition,5,11,5,0.454545,1.0,0.625
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Processing,4,14,9,0.285714,0.444444,0.347826
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Structure,2,50,12,0.04,0.166667,0.064516
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Characterization,1,10,5,0.1,0.2,0.133333
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Properties,16,25,22,0.64,0.727273,0.680851
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Processing,14,52,31,0.269231,0.451613,0.337349
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Structure,0,10,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Characterization,0,8,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Processing,17,52,31,0.326923,0.548387,0.409639
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Structure,8,10,12,0.8,0.666667,0.727273
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Characterization,1,8,7,0.125,0.142857,0.133333
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Processing,20,136,51,0.147059,0.392157,0.213904
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Structure,0,12,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Characterization,0,32,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Processing,23,136,51,0.169118,0.45098,0.245989
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Structure,8,12,12,0.666667,0.666667,0.666667
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Characterization,1,32,7,0.03125,0.142857,0.051282
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Processing,15,40,31,0.375,0.483871,0.422535
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Structure,0,22,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Characterization,0,10,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Properties,20,44,20,0.454545,1.0,0.625
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Processing,18,40,31,0.45,0.580645,0.507042
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Structure,0,22,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Characterization,1,10,7,0.1,0.142857,0.117647
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Properties,20,44,20,0.454545,1.0,0.625
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Processing,20,54,51,0.37037,0.392157,0.380952
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Structure,0,38,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Characterization,0,16,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Properties,20,45,20,0.444444,1.0,0.615385
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Processing,23,54,51,0.425926,0.45098,0.438095
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Structure,0,38,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Characterization,1,16,7,0.0625,0.142857,0.086957
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Properties,20,45,20,0.444444,1.0,0.615385
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Composition,6,23,24,0.26087,0.25,0.255319
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Processing,0,15,11,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Structure,2,14,8,0.142857,0.25,0.181818
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Characterization,0,18,7,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Properties,0,12,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Composition,23,23,24,1.0,0.958333,0.978723
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Processing,6,15,11,0.4,0.545455,0.461538
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Structure,3,14,8,0.214286,0.375,0.272727
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Characterization,3,18,7,0.166667,0.428571,0.24
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Properties,8,12,12,0.666667,0.666667,0.666667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Composition,6,24,24,0.25,0.25,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Processing,0,27,11,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Structure,2,14,8,0.142857,0.25,0.181818
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Characterization,0,36,7,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Properties,0,12,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Composition,24,24,24,1.0,1.0,1.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Processing,6,27,11,0.222222,0.545455,0.315789
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Structure,3,14,8,0.214286,0.375,0.272727
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Characterization,3,36,7,0.083333,0.428571,0.139535
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Properties,8,12,12,0.666667,0.666667,0.666667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Composition,0,17,24,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Processing,4,19,11,0.210526,0.363636,0.266667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Structure,1,55,8,0.018182,0.125,0.031746
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Characterization,2,22,7,0.090909,0.285714,0.137931
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Properties,0,21,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Composition,9,17,24,0.529412,0.375,0.439024
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Processing,4,19,11,0.210526,0.363636,0.266667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Structure,1,55,8,0.018182,0.125,0.031746
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Characterization,4,22,7,0.181818,0.571429,0.275862
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Properties,6,21,12,0.285714,0.5,0.363636
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Composition,0,17,24,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Processing,4,19,11,0.210526,0.363636,0.266667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Structure,1,55,8,0.018182,0.125,0.031746
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Characterization,2,22,7,0.090909,0.285714,0.137931
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Properties,0,21,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Composition,9,17,24,0.529412,0.375,0.439024
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Processing,4,19,11,0.210526,0.363636,0.266667
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Structure,1,55,8,0.018182,0.125,0.031746
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Characterization,4,22,7,0.181818,0.571429,0.275862
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Properties,6,21,12,0.285714,0.5,0.363636
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Composition,5,15,5,0.333333,1.0,0.5
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Processing,0,20,9,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Structure,0,21,12,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Characterization,0,25,5,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Properties,0,13,10,0.0,0.0,0.0
