paper_id,paper_key,system,mode,axis,matched,system_count,expert_count,precision,recall,f1
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_strict,Characterization,0,11,7,0.0,0.0,0.0
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_strict,Properties,14,14,18,1.0,0.777778,0.875
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_loose,Composition,22,24,24,0.916667,0.916667,0.916667
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_loose,Processing,12,93,15,0.129032,0.8,0.222222
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_loose,Structure,9,15,12,0.6,0.75,0.666667
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_loose,Characterization,5,11,7,0.454545,0.714286,0.555556
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,business_gt,raw_loose,Properties,14,14,18,1.0,0.777778,0.875
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_strict,Composition,17,18,24,0.944444,0.708333,0.809524
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_strict,Processing,2,6,15,0.333333,0.133333,0.190476
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_strict,Structure,6,25,12,0.24,0.5,0.324324
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_strict,Characterization,2,7,7,0.285714,0.285714,0.285714
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_strict,Properties,13,14,18,0.928571,0.722222,0.8125
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_loose,Composition,17,18,24,0.944444,0.708333,0.809524
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_loose,Processing,2,6,15,0.333333,0.133333,0.190476
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_loose,Structure,9,25,12,0.36,0.75,0.486486
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_loose,Characterization,2,7,7,0.285714,0.285714,0.285714
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,unique_loose,Properties,13,14,18,0.928571,0.722222,0.8125
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_strict,Composition,17,18,24,0.944444,0.708333,0.809524
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_strict,Processing,2,6,15,0.333333,0.133333,0.190476
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_strict,Structure,6,25,12,0.24,0.5,0.324324
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_strict,Characterization,2,7,7,0.285714,0.285714,0.285714
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_strict,Properties,13,14,18,0.928571,0.722222,0.8125
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_loose,Composition,17,18,24,0.944444,0.708333,0.809524
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_loose,Processing,2,6,15,0.333333,0.133333,0.190476
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_loose,Structure,9,25,12,0.36,0.75,0.486486
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_loose,Characterization,2,7,7,0.285714,0.285714,0.285714
paper_001,Achieving superior elevated temperature properties in additive manufactured nickel-based superalloys through unique alloy design,final_v5,raw_loose,Properties,13,14,18,0.928571,0.722222,0.8125
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Processing,7,14,9,0.5,0.777778,0.608696
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Structure,11,14,12,0.785714,0.916667,0.846154
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Characterization,3,3,5,1.0,0.6,0.75
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_strict,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Processing,7,14,9,0.5,0.777778,0.608696
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Structure,11,14,12,0.785714,0.916667,0.846154
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Characterization,3,3,5,1.0,0.6,0.75
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,unique_loose,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Processing,7,22,9,0.318182,0.777778,0.451613
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Structure,11,14,12,0.785714,0.916667,0.846154
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Characterization,3,6,5,0.5,0.6,0.545455
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_strict,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Composition,5,5,5,1.0,1.0,1.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Processing,7,22,9,0.318182,0.777778,0.451613
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Structure,11,14,12,0.785714,0.916667,0.846154
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Characterization,3,6,5,0.5,0.6,0.545455
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,business_gt,raw_loose,Properties,16,16,22,1.0,0.727273,0.842105
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Composition,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Processing,1,2,9,0.5,0.111111,0.181818
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Structure,0,9,12,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Characterization,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_strict,Properties,13,17,22,0.764706,0.590909,0.666667
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Composition,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Processing,1,2,9,0.5,0.111111,0.181818
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Structure,2,9,12,0.222222,0.166667,0.190476
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Characterization,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,unique_loose,Properties,16,17,22,0.941176,0.727273,0.820513
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Composition,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Processing,1,2,9,0.5,0.111111,0.181818
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Structure,0,9,12,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Characterization,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_strict,Properties,13,17,22,0.764706,0.590909,0.666667
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Composition,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Processing,1,2,9,0.5,0.111111,0.181818
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Structure,2,9,12,0.222222,0.166667,0.190476
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Characterization,0,1,5,0.0,0.0,0.0
paper_002,Achieving superior high-temperature mechanical properties in Al-Cu-Li-Sc-Zr alloy with nano-scale microstructure via laser additive manufacturing,final_v5,raw_loose,Properties,16,17,22,0.941176,0.727273,0.820513
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Processing,26,52,31,0.5,0.83871,0.626506
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Structure,0,8,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Characterization,0,2,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Processing,29,52,31,0.557692,0.935484,0.698795
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Structure,8,8,12,1.0,0.666667,0.8
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Characterization,1,2,7,0.5,0.142857,0.222222
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,unique_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Processing,48,136,51,0.352941,0.941176,0.513369
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Structure,0,8,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Characterization,0,8,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Composition,0,3,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Processing,51,136,51,0.375,1.0,0.545455
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Structure,8,8,12,1.0,0.666667,0.8
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Characterization,1,8,7,0.125,0.142857,0.133333
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,business_gt,raw_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Processing,3,13,31,0.230769,0.096774,0.136364
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Structure,0,3,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Characterization,0,2,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Processing,6,13,31,0.461538,0.193548,0.272727
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Structure,0,3,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Characterization,1,2,7,0.5,0.142857,0.222222
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,unique_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Processing,10,23,51,0.434783,0.196078,0.27027
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Structure,0,3,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Characterization,0,2,7,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_strict,Properties,20,24,20,0.833333,1.0,0.909091
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Composition,0,0,1,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Processing,13,23,51,0.565217,0.254902,0.351351
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Structure,0,3,12,0.0,0.0,0.0
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Characterization,1,2,7,0.5,0.142857,0.222222
paper_003,Active learning framework to optimize process parameters for additive-manufactured Ti-6Al-4V with high strength and ductility,final_v5,raw_loose,Properties,20,24,20,0.833333,1.0,0.909091
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Composition,6,23,24,0.26087,0.25,0.255319
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Processing,0,16,11,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Structure,2,10,8,0.2,0.25,0.222222
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Characterization,0,6,7,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_strict,Properties,0,12,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Composition,23,23,24,1.0,0.958333,0.978723
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Processing,8,16,11,0.5,0.727273,0.592593
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Structure,3,10,8,0.3,0.375,0.333333
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Characterization,4,6,7,0.666667,0.571429,0.615385
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,unique_loose,Properties,10,12,12,0.833333,0.833333,0.833333
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Composition,6,24,24,0.25,0.25,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Processing,0,28,11,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Structure,2,10,8,0.2,0.25,0.222222
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Characterization,0,12,7,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_strict,Properties,0,12,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Composition,24,24,24,1.0,1.0,1.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Processing,8,28,11,0.285714,0.727273,0.410256
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Structure,3,10,8,0.3,0.375,0.333333
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Characterization,4,12,7,0.333333,0.571429,0.421053
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,business_gt,raw_loose,Properties,10,12,12,0.833333,0.833333,0.833333
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Composition,0,5,24,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Processing,2,3,11,0.666667,0.181818,0.285714
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Structure,0,4,8,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Characterization,1,1,7,1.0,0.142857,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_strict,Properties,0,3,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Composition,3,5,24,0.6,0.125,0.206897
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Processing,2,3,11,0.666667,0.181818,0.285714
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Structure,0,4,8,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Characterization,1,1,7,1.0,0.142857,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,unique_loose,Properties,1,3,12,0.333333,0.083333,0.133333
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Composition,0,5,24,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Processing,2,3,11,0.666667,0.181818,0.285714
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Structure,0,4,8,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Characterization,1,1,7,1.0,0.142857,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_strict,Properties,0,3,12,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Composition,3,5,24,0.6,0.125,0.206897
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Processing,2,3,11,0.666667,0.181818,0.285714
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Structure,0,4,8,0.0,0.0,0.0
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Characterization,1,1,7,1.0,0.142857,0.25
paper_004,Additively manufactured heterogeneous precipitation-strengthened high-entropy alloys with high strength and ductility,final_v5,raw_loose,Properties,1,3,12,0.333333,0.083333,0.133333
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Composition,5,15,5,0.333333,1.0,0.5
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Processing,0,20,9,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Structure,0,17,12,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Characterization,0,5,5,0.0,0.0,0.0
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_strict,Properties,1,13,10,0.076923,0.1,0.086957
paper_005,"Additive manufacturing of an ultrastrong, deformable Al alloy with nanoscale intermetallics",business_gt,unique_loose,Composition,5,15,5,0.333333,1.0,0.5
